id,review,category,human_truth,validation_status,llm_child,llm_pet,llm_handicap,bert_child,bert_pet,bert_handicap,kw_child,kw_pet,kw_handicap
32774,"Excellent: I can't say enough wonderful things about these Dvd's. My son has watched them from 9 months and he is now 17 months and absolutley loves them! I have the baby einstein wordswoth and he really doesn't like that one (No offence to Baby Einstein. He loves all their other videos... they are wonderful!)I also checked out from the library ""baby signing time"" dvd he liked it but not as well as these. This series holds his attention and he is doing some of the signs. You can't go wrong with these.",child,0,agreed,1,0,0,1,0,0,1,0,0
22687,Good cute toy: My son has this toy and Learn-Along Lily. He will make Leap (and Lily) sing over and over again. He also likes to carry both toys around together. If he plays with one he believes he has to play with the other. Leap's voice is cute and not annoying. Makes a good toy for grocery store trips. Better purchase than the Learn-Along Lily.,child,0,llm_validated,1,0,0,0,0,0,1,0,0
27930,"The Power of the Pianist: I told my wife and youngest daughter that they were going to love this movie as I had seen it once before. I didn't know that it was going to have such a profound impact on my daugher who followed up the first viewing with several encores and ordered 3 books on-line to continue the ""research"" into this powerful story. It's hard to believe that this really happened but is a story that we are all obligated to learn. The entire movie is first rate...one of the best ever made!",child,0,llm_validated,1,0,0,0,0,0,1,0,0
37502,I WOULD GIVE IT 0 STARS IF I COULD!!: This movie was so much worse then I thought it would be. It was terribly dark and has such a evil undertone that I would NEVER let my children watch it. Stick with the original Willy Wonka and don't waste your time or money on this one.,child,0,agreed,1,0,0,1,0,0,1,0,0
39732,"Not the Borrowers, but...: The only way to enjoy this film is if you haven't read the wonderful books by Mary Norton. The characters share the size, but few of the memorable traits of Pod, Homily, and Arrietty, the wonderful family that lives under the kitchen. This adaptation is more of a cross between MOUSE HUNT, HONEY I SHRUNK THE KIDS, and HOME ALONE than anything in THE BORROWERS books. I was very disappointed, and could not get involved in the story. For little kids only, although you should really read them the books and skip the film.",child,0,agreed,1,0,0,1,0,0,1,0,0
12591,"disappointment :(: The ball had a ripped seam and thus was flat within a week's wear. My 9 year old son used it daily at recess with his friends. Probably got kicked against a brick wall. Surely expected it to last better than this. Surely expected more from a ""size 5 professional"" ball. Had kicked an addidas around until it was almost fuzzy it was so scuffed; it didn't rip or go flat. This Franklin was cheap: Suppose I got what I paid for.",child,0,llm_validated,1,0,0,0,0,0,1,0,0
39360,"A Tudor MUST for wee ones!: Tasha Tudor's little book, titled ""First Prayers"", is filled with her marvelous drawings of children accompaning a selection of prayers perfectly suited for the young ones. THE gift for newborns to 10 year old children.If you have every thought of starting a tradition within the family - something for parents to pass on to their children, and they to their grandchildren, this little book is a perfect choice!The older editions, like this one from 1952, are becoming more rare and pricey - but are worth it for the history they bring with the turn of each page.My book is well used and about 60 years old, but is in nice condition with no tears, no loose pages and only a few tiny reminders that other hands have held it. A crayon mark",child,0,agreed,1,0,0,1,0,0,1,0,0
1328,"Flew British Airways from London to Cape Town. Where to start! Yesterday 6th January our flight had been rescheduled from 18.30 for 11am today, due to technical problems which they couldn't fix that night. After a fair amount of announcements it was decided we would be put up at the Hilton hotel next door. So we all had to go back to immigration and then collect our luggage and schlep to the BA desk to collect our vouchers. We duly went along to the Hilton hotel and waited in line to eventually be told there were no more rooms available to the rest of us - by now it was 10pm so we were tired and feeling a little strained, especially those with small children. The desk staff told us they were trying to phone BA to ask what to do with the rest of us but were getting no answer from them. So at this stage my husband and I decided to come home and got a very expensive taxi back to London safe in the knowledge that our flight has been rescheduled for 11am on the 7th January. We duly left home this morning at 8am to get here in time for our 11am flight only to be met with the knowledge that our flight has been rescheduled for 18.30 tonight. Oh dear BA, why couldn't you let us all know this by sending an email with a phone number to drop into our inboxes sometime during the night? Just too efficient for you I guess. So we've been kindly issued with vouchers to cover breakfast which they didnt do, no problem BA we didn't mind forking out another Â£5 to cover it. You used to be such a wonderful airline, flying our country's colours proudly and we were proud of you, it's almost laughable at the errors you have committed to your paying customers.",child,1,agreed,1,0,0,1,0,0,1,0,0
1971,"It was a horrible experience while coming back from Sydney to Singapore on British Airways. Our baby stroller was marked for some other airline en route to France, so we now have to wait long way if it will finally come back to Singapore.  We ordered special Hindu Meal. As per their staff, hindu meal is a vegeterian. However we were served rice and lamb. After that there was no alternate arrangements made. Even the refreshment meal was provided with the leftovers bread which was hard to eat. The cabin temperature was very low and worsened during our 8 hrs journey. I pledge not to take British airways ever.",child,1,agreed,1,0,0,1,0,0,1,0,0
2746,"Absolutely disgusted, delayed by 45 min with no reasons on a quiet night with one other international flight. Baby seat too small, no infant meal available after confirmation at check-in. Entertainment system stuck on a loop and not working. Dirt between seats that is disgusting. Old seats and flight. Flying in 2015 this must be a 20 year old flight, not comfortable. However good leg room.",child,1,agreed,1,0,0,1,0,0,1,0,0
836,"London to Olbia. Complete confusion. The plane was delayed getting to Sardinia, and so we waited: but following check-in at Sardinia we were penned into long lines, no seats, extreme heat and no water in the queues. The airport staff in Sardinia appeared to be overwhelmed. Finally got onto the plane and weâre now delayed on the tarmac. We are due to depart more than 3 hours after our scheduled departure time, but so far still stuck on the tarmac with few updates. No water provided. I felt unwell but was told they had no glasses, so nothing to drink. Numerous small children with no hydration and high temperatures. After a second time of asking, I was told I could buy a drink once we took off, but they have no idea when that would be. They need to abandon the flight at this stage before more people become unwell. Cabin crew just standing there, doing nothing but looking perplexed",child,1,agreed,1,0,0,1,0,0,1,0,0
2298,"Chicago to Amsterdam via London Club World / Club Europe. After a very nice first flight from Tampa to Chicago with my wife and our 15 months old baby, transit in Chicago was really smooth. Our stroller was delivered at the gate and with a stroller there was a special bus to transfer us to the other terminal. We did not have to pass security a second time, so we arrived very soon in a crowded business lounge. As a gold member I checked the First lounge, but ground staff did not welcome me because it was crowded too. We found a quiet ""dinner part"" of the business lounge, were seated by a very nice ground staff who offered me a glass of champagne to relax. Food was decent. Boarding the upper deck of this Boeing 747-400 was a pleasure with a CSD welcoming us by name. Flight was excellent: food amazing, enough cold drinks were offered, cabin crew looking after us and our baby. Our baby was playing all the time, singing and talking his own words. After this perfect flight, transit in LHR terminal was again relaxing. Stroller was again waiting for us at the gate, very nice. After security we went to the first lounge which was really was crowded, but we found a quiet place to sit. Time for a shower, breakfast and relax. Last flight to Amsterdam was in a full cabin, nice and frriendly cabin crew. The only small remark we can find, is that this last flight there was no stroller waiting for us, but it arrived with our luggage.",child,1,agreed,1,0,0,1,0,0,1,0,0
2762,"London to Miami return. Flew out with 5 children, one was an infant turning 2 during holiday. Had necessary booking for seat on return and booking number and email assuring me bookings were linked and there would be no issue. Upon checking in to return was met with rude staff who commented ""don't even touch that it's hassle just refer her to ticketing"" where I spent the next two hours waiting for them to check me in. My flight closed and took off without me - despite me constantly stressing that I had a child with a fractured leg and medical assistance all linked to the flight. Long story short, I was dumped on next flight after 3 hours waiting at desk with 5 children, no explanation of what was going on - people being served all around me by person who was supposed to be dealing with me, no child meals were transferred and all assistance was abandoned as was connected with previous flight. Resulted in me being stranded at Heathrow as my 7 seater taxi had left and was impossible to book another. However this wasn't all - check in staff went on to tell me that my 32 kilo case could not be boarded as it was too heavy under health and safety regulations. I had to throw away 8 kilos worth of clothing. This was despite me being 48 kilos under my overall baggage allowance and receiving a sticker labelled 'heavy bags must not weigh more than 32 kilos'. Had a further 3 hour wait at the other end as all medical assistance booked had not been transferred as requested. Would never fly British Airways again due to the complete and utter incompetence of the ground staff at Miami.",child,1,agreed,1,0,0,1,0,0,1,0,0
2574,"Flight and crew great, the problems came when we had to deal with the Orlando check in staff and customer complaints in uk. Total nightmare and they just did not care at all. Our seats were booked 3 months in advance as we had a small baby with us. When arriving at Orlando airport to return home the check in agent changed our seats to mid row and no bassinets. We noticed before going through security and returned to advise to get our seats that we had booked back. This turned into 2 hours of sheer hell with the staff (including airport manager) while my baby screamed the place down hungry, as we could not go through security until they had rectified the problem. The staff were rude and arrogant and refused to admit they had messed up and refused to change our seats back as they had seated someone else there who had no baby. Even though these seats are reserved for people with babies due to the bassinet availability. Eventually it was changed back after so much stress and hassle. On returning we complained and 3 times we got the answer yes it was our fault we are sorry but we can't give anything to say sorry for our behaviour. Eventually after another complaint they agreed to 3000 avios and Â£25 voucher. I won't be flying with British Airways again as they are so bad in customer relations and check in agents leave a lot to be desired.",child,1,agreed,1,0,0,1,0,0,1,0,0
2783,"Very nice and helpful staff in Terminal 5, very nice and friendly cabin crew. Food was good too. Very smooth flight and on time. I have flown 6 times in last two weeks with different flights and I was flying with my 3 year old son. British Airways was the only flight where the cabin crew came from time to time came to ask if my child needed anything. She brought him a bag with a colouring book and pens without asking.",child,1,agreed,1,0,0,1,0,0,1,0,0
79,The staff are very rude and not trained properly. No exceptions are made for children and elderly people. The price of the ticket is very expensive given the distance and the service is extremely extremely poor,child,1,agreed,1,0,0,1,0,0,1,0,0
912,"London to Gibraltar. Check in at T3 was fine, lounge was good and staff were more proactive than was previously the case. Flight was good with decent lunch served including the kids meals which were fine. Skilled landing in Gibraltar- a good flight",child,1,agreed,1,0,0,1,0,0,1,0,0
464,"On arrival at the Warsaw Airport the check in zone was the only one that was not announced on the flight board - we had to guess and ask random people where to go. Once we finally found the check-in desks, luggage drop and check-in was appalling. It took us over 1.5 hours to get our bags checked (and we were half way through the queue). The whole process was disorganised and very slow, really the last thing you want when looking after 2 small, impatient kids. Lady in Warsaw Airport who was supposed to direct passengers to the correct queue was useless. One check-in desk for Euro Traveller / Club Europe, one for bag drop and one for the check-in.  Flight left delayed but the pilots managed to catch up and landed with a small delay, crew on the plane was nice and attentive. Luckily the in air experience was much better, but sort out your ground service at Warsaw Airport.",child,1,llm_validated,1,0,0,0,0,0,1,0,0
2453,"Just returned from Orlando to London via Miami, that we booked direct with British Airways. The outgoing flight was really good. However, a totally different story on the return flight. We were redirected to check in with American Airlines as we had an internal connecting flight. Although we checked in shortly after the check in opened, the only seating was preferred meaning we had to pay extra for flights we believed we had paid in full. Additionally my family was split up. The AA check in would not allow us to check into the long haul flight from Miami to London. After phoning we discovered we had been checked in but not allowed to choose seats. I've spent a week seeking an apology from BA customer services and I've had several stock responses and been left with the feeling that they really do not care about their customers. From their response it is quite clear they do not see AA as part of the same group ""one world alliance"" I used to be of the view that I didn't mind paying a bit more for BA as their service was really good, but unfortunately they now seem to offer a budget airline service. I post this purely to warn other families to be aware of the danger of booking with British Airways but having a connecting flight with another part of the ""one world alliance"".",child,1,llm_validated,1,0,0,0,0,0,1,0,0
3527,We had a flight from ZRH to SFO via LHR. The leg from ZRH to LHR on a regular A320 nothing special. The leg from LHR to SFO was on a 747-400 (G-CIVY) was very good. Aircraft was clean and in a good condition. Entertainment was not perfect but sufficient. Food and service very good - Beef was delicious. Staff were very friendly and helpful with our Kids. Flight itself was very calm perfect flight for all of us.,child,1,agreed,1,0,0,1,0,0,1,0,0
1325,"New York to London. My flight was cancelled on November 17th. The day I was supposed to fly in the evening, I received text when I was in middle of doing important last minute arrangements that I had to leave in middle. After talking to one of the agents for hour and a half, I was able to get alternative flight that was leaving from Charlotte instead of New York. In order to get this new flight I had to be at JFK Airport at 1:45 pm. To make this happen, I had to skip all last minute arrangements. The flight from Charlotte means more commuting and more discomfort because it was not direct flight to London. Our 7 hours flight turned into 12 hours. On top of longer and uncomfortable commuting, I was unable to sit with my children. The meal I requested was not available on the new flight. Absolute worst experience! While flying back from London to New York on November 27th, we got the flight as scheduled but the crew didnât have our requested meal available! It was my first experience with British Airways and Iâll make sure itâs the last one. On my flight back to New York I requested water to one of the attendants and she didnât turn back for 9 minutes! I reminded her. She said she has been very busy. No apology, no courtesy, nothing. A big name like British Airways has such a poor service with such rude and unprofessional staff.",child,1,llm_validated,1,0,1,0,0,1,1,0,1
1109,"London Heathrow to Singapore. Had a great experience in the Concorde Room, and Galleries First lounges in Heathrow T5. I was warmly greeted by a member of the crew, who held me aside and took me into the cockpit to meet the flight crew and have a look around, all because I expressed a slight interest, and for that I am thankful. The flight crew were very friendly and it was nice to see what goes on in the cockpit. The seat was very well presented, there was a small amenity kit, as well as a pair of pyjamas. The seat was clean with pillows, as well as ample storage space. You get a closet to hang clothes, a little compartment next to the seat, as well as the overhead bin, so I never ran out of room. The pre-departure beverage was a choice of water, orange juice, or champagne and hot towels were handed out. The flight left slightly behind schedule, but at Heathrow, this is something you expect. Very soon after take-off, the crew began serving dinner. I had already booked my meal in advance, but the choice of starters, mains and deserts, as well as the beverage menu, was very good. The meal I had was exceptionally tasty and I would have it again! Once dinner service had finished, the crew turned down the bed for me, whilst I went and changed into the comfortable pyjamas that were provided. The bed was very comfortable and at just over 6 feet tall, I did not have any issues fitting into the bed and stretching out. There were plenty of blankets and pillows available and I slept very well. When I awoke, I was offered coffee and a short while later, breakfast. The breakfast choices were continental, or cooked. I opted for the cooked option and I was not disappointed, as it was very tasty, and there was a lot of it. The inflight entertainment was good, and there was a large range of films, TV programmes/series, audio books, and kids programmes to choose from. The system was responsive and was good quality, although I did not watch any films, so I cannot speak of the sound quality. The crew served with a smile and even when I asked for a Latte, which the machine didnât do, the crew went out of their way to make one for me which was very nice. They really made this already special experience even more special. If you want to treat yourself to BA First, I would thoroughly recommend it.",child,1,agreed,1,0,0,1,0,0,1,0,0
3466,"Travelled as a family of four to the Maldives. Despite numerous requests many weeks in advance we didn't get seats together on the outbound journey. The plane was old and the entertainment system antiquated. This seems to be an issue on BA routes with little competition it was a similar story when we flew club to Mauritius. On that trip the entertainment system failed all together. On the return journey from Male I watched what I thought to be a three part crime drama called ""the tunnel"". Only after watching the third part did I discover that there was a fourth or more! Why? Why would you not have all the story? This experience aside many airlines have better entertainment systems in economy than the BA service in business on this route. When you are paying this kind of money to take two children business class you want good entertainment to keep them occupied. They don't need the space! Would also have been nice to sit together! Food was grim my ten year old son who normally devours everything ate nothing on both legs of the trip. A ten hour flight with travel at either end is a long time without food. There seemed to be a hurry to serve the food throw a bottle of water at you and then shut down service until an hour before arrival. On the outbound journey I pressed the service button after 15 minutes it self cancelled. Pressed again 15 minutes later it self cancelled. I returned my glass to the galley myself the staff were so busy chatting amongst themselves they didn't notice me. Presumably this is why they didn't see the service request either. On the return trip service was a little chaotic and well below standards you should expect. Food was equivalently poor. This is the second BA business class trip I've taken to the Maldives and each time I have been disappointed given the cost. I've also travelled economy on Emirates to Male which was actually better and business on Emirates which was fantastic. I know BA have monopoly on the direct route from Gatwick to Male but I will be going via Dubai on Emirates in future.",child,1,agreed,1,0,0,1,0,0,1,0,0
529,"Me and my 1 year 11 months baby girl flew business class from Moscow Domodedovo to London Heathrow on 11 august. When we landed at Heathrow, my baby was sleeping. I asked stewards for my stroller, and they said it is going to wait for me at the and of the corridor before entrance to terminal building. I grabbed my sleeping baby, who is nearly 15 kg, and luggage bag (another 15 kg) and walked away. I went and entered the building, and met no one with my pram or just my pram left somewhere in this corridor. And there was no one to ask. Just a flow of passengers behind me and in front of me. On top of that, we landed at terminal 5,and I had to travel on a train to arrivals terminal for passport control and other procedures still on my own, holding my baby and heavy bag on my shoulder. I met no one whom I can ask for a help. First British airways representative I met was after passport control , i explained the situation and he said that I have to go downstairs and my pram will be with my suitcases.  No further assistance or help. I had to wait another hour for luggage and pram. I am absolutely frustrated, upset and disappointed! I can see that British Airways do not care about mothers with kids at all.",child,1,disputed,1,0,1,0,0,1,1,0,0
3366,Booked a seat in World Traveller (Ecomomy) for an extra â¬60 each way. This was to get an exit seat with legroom and a window. Seat was advertised as window exit. Yes it was an exit seat but there was no window at the seat. The slide / raft box protruded from the exit door greatly reducing the amount of space for legroom. Seat beside me was empty but a guy was quickly moved into it when he asked for it despite us having to pay â¬60 each way for these seats. Stewardesses were friendly but service was almost non existent. The child portion chicken dinner was in no way filling. Was hungry throughout whole flight. No food or snacks offered until about 1.5 hours before landing when I was given a cheese roll with no butter or mayonnaise completely dry and unappetising.,child,1,llm_validated,1,0,0,0,0,0,1,0,0
3122,My wife and I travelled with our daughter and her 20 month old baby to London. We travelled in First Class. We did the same trip last year but without our daughter and her son. Naturally we were a little bit nervous about travelling with the baby but the staff were so accommodating helpful and friendly that we had nothing to worry about. The staff on both legs were superb in every respect. The food was excellent and the First class sleeping pods were excellent in every respect. Comfortable clean and well appointed. We will travel with British Airways every time we could not fault them in any way. Just one minor thing that is no fault of British Airways. When they call the flight there is a dedicated boarding row for First Class passengers but it seemed that everyone was able to use this lane which means that we had to join the queue rather than just walk straight through. I know that this sounds rather pathetic but surely if one is prepared to pay the additional fare one should be entitled to some form of privileges. We have travelled with British Airways on many occasions and each time we have had the same wonderful experiences.,child,1,agreed,1,0,0,1,0,0,1,0,0
1246,"The air conditioning didnât work in the part of the airplane where we were sitting and it was very hot. I had to stand in the back of the airplane where it was cooler. It was an 8 hours flight from London Heathrow to New York JFK. Overall the airplane was old with little space to seat. There was no wi-fi. The leg/seating space was very small. I wish that food would be more taste neutral. If your child doesnât like spicy or flavored foods/snacks, there would be nothing to eat. The stewardesses were most helpful and their service was outstanding. Landing was smooth. The BA staff made us to check in our bags even they were carry on. There are measuring boxes where you should be able to stick your luggage in, and these boxes are very small. Also the Airport Security was overly zealous - they had to search kids bag, and they found roll-on deodorant and checked it for fumes.",child,1,agreed,1,0,0,1,0,0,1,0,0
1446,"Orlando to Gatwick. The staff that looked after us flying out to Florida and home were outstanding, on the way home the seating had been already arranged and my seat was separate from my two children, I was really worried about flying home away from my children, I spoke to the flight supervisor who kindly asked two passengers if they would switch seats which they were happy to do. The seats were very good and went back enough so you were able to get to sleep, the only thing we werenât to happy with was the movies but I guess you canât have everything. All in all I would book to fly with BA again and would highly recommend.",child,1,agreed,1,0,0,1,0,0,1,0,0
1055,"I would not recommend this airline. I travel a lot for work and get to fly different airlines so have a good base to compare it to. Baggage Allowance: Only give you 23kgs of checked baggage and if you are 1 kg over (regardless if your other bags with your other travel companions are under) you have to pay $170AUD extra. This is the strictest airline I have ever used. All other airlines have allowed up to 5kgs over at no charge. Ensure you have pre-weighed all bags. In-flight meal: On the way to Sydney, they served soggy squashed sandwiches as a meal. It is an 8 hour flight! Make sure you pack your own snacks/meal. You don't get a bottle of water and they rarely serve drinks. Make sure you pre-pack a bottle or two once you are through customs. Customer service: From the get go the customer service was appalling. It is hard enough traveling with kids, but having to deal with BA was stressful. They wouldn't allow me to swap my ticket with my husband as we were traveling with my kids and I had a slight delay which meant I couldn't go on the same flight. At the airport, they couldn't find my children's booking which caused further delay and stress. How do you misplace 4 kids on the same booking? They then put my husband in a seat not with all of us and wouldn't do anything to help change this. We had to ask the person next to my kids once on the plane on our own. Don't bother flying BA.",child,1,agreed,1,0,0,1,0,0,1,0,0
3045,British Airways could not care less when they knew our flight from Leeds to Heathrow had been diverted. Some queued two hours for another flight with two children only to be told we had to go to Heathrow by coach with no toilet. We had nothing to eat at the airport as no one knew what was happening. We finally got to Heathrow to be put up in a hotel and have a meal so we could fly to Miami the next day. It was a total farce at Leeds we lost a days holiday and with two children there was no consideration for them at all. We await our homeward journey on Monday and hopefully it will be a better trip back.,child,1,agreed,1,0,0,1,0,0,1,0,0
2119,"London Heathrow to Hong Kong. Very disappointed by the gate agents or whoever was making decisions about seat allocation for BA 31 service to HKG on September 10th. I was buying my ticket in April, so early. As BA Executive Club Gold member I had reserved already then my favorite seat on this aircraft type, 51D on upper deck at time of buying the ticket. In AMS, when checking in for that flight, this seat was still granted, 2.5 hours later at gate I was reallocated to 14G on main deck. First no explanation, then that they ""could make a family happy to sit together"", but they could not tell me if this family was traveling with children or not. No other seat available due to a full flight. Just the cabin service director was able to get me a change to 13B, a seat a little further away from the restrooms. But still recurring disturbing odors and noisier flight on main deck. - I have gotten already 2620 EC tier points this year and have little understanding for how they treated me. I am so regularly flying with them, they know my preferences: upper deck, aisle seat and as much in front as possible. I am ready to give up my seat for families with infants or any handicapped person, but upon their reaction I guess this was not the case.  Communication is marketing and this was very bad done by BA this time! Why should I be loyal to a company which is not respecting my loyalty benefits? Especially concerning their reservation policy, that people not paying for reservation earlier on or booking late need to be aware that they might not be seated together! The flight itself was, aside from odor and noise, uneventful, the cabin crew very pleasant.",child,1,llm_validated,1,0,1,1,0,0,1,0,1
3107,We flew with BA on 6th February to Goa - had three flights in all starting at Manchester. On our outbound journey we were upgraded to Premium Economy which was fantastic! Very comfortable food was much nicer. On our way back we were in economy. As a family of 4 we were split only by an aisle but it is much nicer to all sit together. Our youngest was awfully sick I think as a result of turbulence as well as sleep deprivation. Bless the steward who cleaned it up. However we were sat for 10 hours with the after effects! Nothing anyone could have done however. Staff always very friendly and nothing seems to be any trouble. Would certainly fly again with them but this next time the prices have rocketed. Not as much room in the economy and when seats are reclined there's little room. The passenger in front kept putting her hands over the back of her head rest which then covered my TV screen - I had to keep moving them off. Just one bit of advice for the stewards - make sure during meal times you are vigilant in ensuring that passengers put their seats up!,child,1,llm_validated,1,0,0,0,0,0,1,0,0
560,"I had a direct flight from London to Lahore and travelling with them was a nightmare. They did not have milk for my son's bottle, didn't even give warm water for his formula milk. No kids meals, no snacks. Meal portion size was tiny, 1/4 glass of juice. You literally have to beg them for drinks water etc.. Staff was so rude and treated us like trash. If you compare them with Emirates, I would give Emirates 10/10 and British airways 2/10. It's not at all child friendly. I will never travel with them again.",child,1,agreed,1,0,0,1,0,0,1,0,0
129,"We were traveling as a family (5 people). Because of an accident by the airport, we arrived at the airport only 1 hour before the flight. The kiosk was unable to read one of our passports and we had to go to check-in. The lady at the check-in checked the passport and gave us a boarding pass. Because we had no extra time, we headed straight to security and didnât realize the lady gave us a duplicated boarding pass (not of the passport holder). We got stuck in security because of that, couldnât figure out what was wrong. We only didnât miss the flight because we ran through the airport with a 70 year old and a 9 year old included in the party. The staff at the gate was very cordial and helpful once we arrived there.",child,1,llm_validated,1,0,0,0,0,0,1,0,0
2607,"I flew with British Airways for my family holiday to and from Sharm El Sheikh from London Gatwick. I checked in online both ways 24 hours before which was fine and all went well. However, I have a special dietary need and I was not able to click on this for the flight. With BA, you get meals, snacks and drinks included so I knew that we would have a meal with a 5 hour flight. While on board, I was able to choose the fruit option for breakfast on the way there - however on the way back it was a cold deli option which consisted of a wrap, a roll and some crackers. I asked if there was a gluten free option and the assistant said ""No just this"". Following this we could have pretzels and biscuits with a drink. Obviously someone like me who is a coeliac cannot eat anything with wheat/gluten so I was left with a slab of cheese which should have gone with the crackers. BA really need to address this as it is not fair to advertise they provide meals on board when clearly there was nothing available for me. Luckily I always carry my own food with me and I did not starve. Also I didn't know why there was no inflight entertainment for such a a long flight.",child,1,agreed,1,0,0,1,0,0,1,0,0
607,"London to Delhi. This booking was part of a holiday group format so we had to check in as opposed to bag drop. According to the check in screen, all zones were applicable for our destination, but we were sent from one zone to the next; (which, given the size of the T5 check in hall wasn't helpful) Eventually, we managed to find assistance but it was very much a shrug of the shoulder attitude - especially when we discovered we were seated separately; it was only when a family with two young children had been split up that we were able to switch seats. Fortunately, the cabin crew made up for this by providing a fabulous flight, with great service and positive, friendly attitude. I actually praised them and told them that my faith in BA had been restored!",child,1,llm_validated,1,0,0,0,0,0,1,0,0
2133,"Prague to Singapore via Heathrow with British Airways. Not a good experience flying BA. Will never book again. Website allowed me to book a connecting flight with only 1 hour 40 minutes to spare. This is not sufficient time if you have to change terminals and especially if you have kids. We did not miss our flight but we had to run fast to make it with 2.5 year old toddler. There are no airport strollers available so be prepared to carry your child. Crew below average, food was terrible and not enough of it. At both destinations they didn't deliver our stroller.",child,1,agreed,1,0,0,1,0,0,1,0,0
3528,We had a flight from LAX to ZHR via LHR. The leg from LAX to LHR was on a A380-800 (G-XLEA) was very good. Aircraft was clean and in perfect condition. We had bulkhead seats for whole family - perfect (be Aware: Bulkhead seats were very cold because of A/C). Flight was full and leaving on time and boarding was stress less. Entertainment was very good - Touchscreen is a little bit slow but selection is huge. Food and service very good - Beef was delicious. Staff very friendly and helpful with our kids. The leg from LHR to ZRH was on a regular A320 nothing special.,child,1,agreed,1,0,0,1,0,0,1,0,0
3044,BA 208 MIA-LHR in Club. Leg four of a seven leg BA adventure. Another disappointment which is becoming commonplace. As in leg one BKK-LHR my pre-assigned business class seat that I had selected months before departure mysteriously vanished at the gate. In the end BA needed the seat for a family to be seated together. All well and good mind you but to have the audacity to charge passengers for these seats and give them away is absolutely disgraceful. As such my quiet no traffic window seat on the upper deck was quickly relegated to a high traffic aisle seat on the main deck right near the lavatory and galley ensuring no sleep on the overnight flight. As a loyal OneWorld Emerald passenger I can honestly say BA really don't care about us in this (or any) regard. The CSD was sympathetic and kind but nobody else seemed to care one bit. That hasn't happened to me on any other carrier for years and has happened twice in the past few weeks on BA. Moral of the story: Never ever pay BA for a pre-assigned seat as there is simply no guarantee you will get what you pay for. Moral of the story part 2: fly another carrier if you can as it can't be much worse than BA.,child,1,agreed,1,0,0,1,0,0,1,0,0
3309,Travelled from Gatwick to Orlando on the 24th October with BA and I was very disappointed. For a full service airline the service was no better than a budget carrier. We were travelling with 3 children in our party of 11 and were seated at the rear of the plane. Both there and back the kids meals had run out by the time they reached us as had the edible options of adult meals. The cabin was hot which made for 2 very uncomfortable flights. We had to go and fetch our own complimentary drinks and snacks which my daughter did because she was so hungry - had she not gone we wouldn't even of been aware that they were available. Lesson learned - never fly BA again.,child,1,agreed,1,0,0,1,0,0,1,0,0
1194,"London Heathrow to Mahon. Booked 9 months ago flights for first family holiday for 2 years for 2 adults, 2 children and 1 infant in lap (almost Â£1k for all of us. Pre-booked seats at the same time. I was rather surprised when I got an email two weeks out saying âabout your flight to Madrid on the 26th Mayâ when I was flying direct Heathrow to Menorca. Airline assured me everything was fine. Further concern when self-service check-in opened 24 hours out, wife and daughters checked in fine, me and my son were referred to airport check-in (despite all being on the same booking). An urgent call to BA I was told 1) I was probably being moved to a bassinet position. When I pointed out this was utter nonsense she reneged and said 2) infants canât check in online which I now understand is also incorrect. My concern was well placed. At BA T5 bag drop, check in agent looked flustered, a note in the booking prompted her to call various people and after about ten minutes she handed me a bunch of boarding passes. Only after I checked them she sheepishly admitted that our pre-booked seats were gone, my son and I had no seats at all and were standby, and my wife and daughters were dotted all around the cabin (16 rows apart). âPrebooked seating is not guaranteed you know!â After kicking up a huge fuss (I believe they canât legally sit children below a certain age away from parents?) the check-in manager offered me no explanation other than full flights, but promised me it would be sorted once they got round to closing my flight. Fast forward to the gate â utter carnage including the check-in supervisor (who cant have been more than 22) in tears. When I eventually got seen I was finally given a seat number for me and my son, again many rows apart from the rest of my family. As this was my sons first ever flight, I was absolutely livid that we couldnât sit anywhere near each other. Added to that, my son is breastfed so how we are going to manage feeding, kids needing toilet etc. I put my foot down and was eventually given a single middle seat two rows again from my daughters who were by now sat together thank goodness. We boarded the flight pretty much last after all the furore & holding my son I get to my assigned seat and someone is in it. Asking to see his boarding pass surprise surprise he is in the correct seat. Cue BA staff running around and frantically checking boarding passes. Such is the confidence that the cabin crew have in their own ground staff, I even heard one of them mutter âcheck boarding cards and flight numbers as someone around here is on the wrong flightâ! Fast forward another 5 mins and the plane is now pushing back with me standing in an aisle holding my son with not an empty seat on the plane with me saying to my wife that weâre going to have to get off here and my children in tears. Much checking of iPads and a BA staff member is then found (there were quite a few on the flight apparently) and hurriedly moved to the jumpseat whilst an announcement from the flight deck is booming out for everyone to take their seats or delay the flight (what seat?). Raised a formal complaint and was told that they 'understand my frustration' which is nice. Separate complaint raised to CAA about a pushing back with passengers including an infant with no seat. Conclusion is families avoid at all costs.",child,1,agreed,1,0,0,1,0,0,1,0,0
140,"The worst experience in all my years of travel. My first flight with my two kids from Boston to London was delayed by 2 hours, resulting in me missing my connecting flight. Despite having a layover of approximately 2.5 hours, I ended up waiting until 4.30 pm to board my flight to Cairo. Unfortunately, even that flight was delayed. I would strongly advise avoiding this particular airline, even if it means paying a bit more for a different option.",child,1,agreed,1,0,0,1,0,0,1,0,0
